hour,temperature,traffic,tx_power,power_consumption,battery_soc
0.0,30.81786471412488,82.5,120.80319130110364,104.71794344401255,99.82547009425998
0.08333333333333333,30.84831033778558,85.80548629213882,116.43194289720283,105.21055990442063,99.65011916108595
0.16666666666666666,30.468402353237934,89.07517527228663,136.5481677810286,110.58923052693731,99.4658037768744
0.25,31.372492689135623,89.30665001530522,109.19720389826696,105.30570147305255,99.29029427441931
0.3333333333333333,31.036219347409595,88.49756633902888,133.57924907075127,109.71721033051712,99.10743225720178
0.4166666666666667,29.834314278831915,90.64565726654811,119.5121506017305,107.72695120449494,98.92788733852763
0.5,31.585629739274612,93.74873734152918,137.40402299635554,112.64743946475612,98.74014160608637
0.5833333333333334,31.343811389418462,91.80470678835435,134.46769405110007,111.23091789798356,98.55475674292306
0.6666666666666666,30.618245993831003,95.81155550916422,104.77694638179037,107.15018849537405,98.37617309543077
0.75,30.93961011811121,97.76736691019323,101.43795003047727,107.38201928027856,98.19720306329697
0.8333333333333334,31.849182969151066,100.67032155011472,149.61341758643212,118.2198117073801,98.00017004378466
0.9166666666666666,30.66427435564959,96.518700603451,129.2099514641235,112.00669849289346,97.81349221296317
1.0,31.449578868807773,101.31088913245536,151.5675228474284,118.94642935970508,97.61524816403033
1.0833333333333333,31.96671004803905,98.04537916123775,133.7318454717313,113.56999064902035,97.42596484628197
1.1666666666666667,31.24858835198629,100.72077254628275,147.80569606872834,117.80921052538429,97.229616162073
1.25,30.85459506220556,100.33578363789503,138.95694180774515,115.6247931180214,97.03690817354297
1.3333333333333333,30.457897098670422,101.8892417275068,119.19394123973095,112.16428066283517,96.84996770577158
1.4166666666666667,30.450405865161162,99.38009327618794,144.07460020127505,116.40084909821176,96.65596629060789
1.5,31.570288512438182,102.80740392011738,146.32528533291824,118.29586807784112,96.45880651047815
1.5833333333333333,31.700926104127152,101.17036024919767,119.26188219731347,111.89104059490234,96.27232144281999
1.6666666666666667,32.02049116011457,99.46827135542729,117.86267054388973,110.94512945473001,96.08741289372877
1.75,32.226643075091445,100.70057014808336,105.0466064838726,109.15282342239368,95.90549152135812
1.8333333333333333,32.729287638403946,104.8668144332111,118.85637329734111,113.29352554346455,95.71666897878568
1.9166666666666667,31.8057660524641,101.96668775536502,127.1122743860588,113.75699454651111,95.52707398787483
2.0,32.379753576534966,107.0,143.59518224953317,119.34059650166448,95.3281729937054
2.0833333333333335,31.859258333767375,101.96668775536502,131.1108515312102,114.58307389413993,95.13720120388183
2.1666666666666665,32.058000091341654,103.8668144332111,138.71934039060636,116.98574549818156,94.94222496138487
2.25,32.11998313285777,103.70057014808336,106.604500796605,110.61648826400707,94.75786414761153
2.3333333333333335,32.34614576654429,100.46827135542729,112.9253818207324,110.4339197004392,94.57380761477746
2.4166666666666665,31.437748045976452,103.17036024919767,96.40604168575493,108.74733353637625,94.3925620588835
2.5,32.526184546367254,100.80740392011738,144.14382004418889,116.99001446288844,94.19757870144535
2.5833333333333335,32.13827599846237,100.38009327618794,114.40792228718941,110.66804041041166,94.013131967428
2.6666666666666665,32.3873076566243,98.8892417275068,139.54112927766678,115.17802199545851,93.82116859743556
2.75,32.26640980296163,99.33578363789503,113.51286919844571,110.0872588950388,93.63768983261049
2.8333333333333335,32.38266963628089,103.72077254628275,135.74122942347682,116.27379279625171,93.44390017795007
2.9166666666666665,31.987100012122305,97.04537916123775,120.46189356306621,110.47150237129351,93.25978100733124
3.0,33.22486612211165,97.31088913245536,109.3612401724493,108.53815523126868,93.07888408194579
3.0833333333333335,33.350014609278034,96.51870060345098,131.10245843777116,112.40380264154945,92.89154441087653
3.1666666666666665,33.00690920580211,96.67032155011472,129.37109943732966,112.103279214724,92.70470561218532
3.25,33.879179855772136,94.76736691019323,155.2616693280935,117.23854734615935,92.50930803327506
3.3333333333333335,32.906145295190065,94.81155550916422,135.4788927775976,112.65377717247388,92.3215517379876
3.4166666666666665,33.60760838262825,94.80470678835435,151.86528047538536,116.41866959871258,92.12752062198975
