datetime,tower_id,x_m,y_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,0,698.48,487.01,31.35,183.51,249.94,0.94,119.97,139.13,99.77
2026-05-15 00:05:00,0,698.48,487.01,31.63,194.48,284.78,0.76,136.7,146.47,99.52
2026-05-15 00:10:00,0,698.48,487.01,30.66,177.66,306.75,0.6,147.24,142.96,99.29
2026-05-15 00:15:00,0,698.48,487.01,31.34,199.57,295.39,0.73,141.79,149.47,99.04
2026-05-15 00:20:00,0,698.48,487.01,31.48,195.97,281.87,0.79,135.3,146.71,98.79
2026-05-15 00:25:00,0,698.48,487.01,30.07,191.39,303.5,0.66,145.68,147.47,98.55
2026-05-15 00:30:00,0,698.48,487.01,30.29,195.22,229.45,1.18,110.14,141.67,98.31
2026-05-15 00:35:00,0,698.48,487.01,31.4,213.64,219.36,1.41,105.29,147.64,98.06
2026-05-15 00:40:00,0,698.48,487.01,30.67,211.28,260.99,0.99,125.27,150.12,97.81
2026-05-15 00:45:00,0,698.48,487.01,30.03,197.69,257.5,0.95,123.6,144.9,97.57
2026-05-15 00:50:00,0,698.48,487.01,30.75,205.88,258.41,0.98,124.04,147.93,97.33
2026-05-15 00:55:00,0,698.48,487.01,30.83,216.95,215.81,1.48,103.59,148.62,97.08
2026-05-15 01:00:00,0,698.48,487.01,30.5,212.28,241.8,1.16,116.06,148.8,96.83
2026-05-15 01:05:00,0,698.48,487.01,30.31,209.93,273.32,0.89,131.19,150.81,96.58
2026-05-15 01:10:00,0,698.48,487.01,30.97,217.98,289.89,0.83,139.15,155.44,96.32
2026-05-15 01:15:00,0,698.48,487.01,32.24,210.49,224.21,1.33,107.62,146.82,96.08
2026-05-15 01:20:00,0,698.48,487.01,30.71,226.91,272.55,0.97,130.83,156.83,95.81
2026-05-15 01:25:00,0,698.48,487.01,30.97,210.85,227.35,1.3,109.13,147.18,95.57
2026-05-15 01:30:00,0,698.48,487.01,31.15,223.63,219.78,1.47,105.5,151.29,95.32
