datetime,tower_id,x_m,y_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,1,684.98,803.46,30.83,199.62,296.43,0.72,142.29,149.6,99.75
2026-05-15 00:05:00,1,684.98,803.46,30.87,199.67,285.05,0.78,136.83,148.36,99.5
2026-05-15 00:10:00,1,684.98,803.46,30.64,201.88,293.72,0.74,140.99,150.09,99.25
2026-05-15 00:15:00,1,684.98,803.46,31.48,216.78,229.5,1.31,110.16,149.48,99.0
2026-05-15 00:20:00,1,684.98,803.46,30.93,199.67,260.69,0.94,125.13,145.92,98.76
2026-05-15 00:25:00,1,684.98,803.46,31.09,214.59,281.65,0.86,135.19,153.34,98.51
2026-05-15 00:30:00,1,684.98,803.46,30.49,221.48,297.43,0.8,142.76,157.53,98.24
2026-05-15 00:35:00,1,684.98,803.46,31.34,218.7,261.58,1.02,125.56,152.84,97.99
2026-05-15 00:40:00,1,684.98,803.46,31.06,227.76,298.01,0.82,143.05,159.84,97.72
2026-05-15 00:45:00,1,684.98,803.46,31.18,227.43,219.34,1.5,105.28,152.64,97.47
2026-05-15 00:50:00,1,684.98,803.46,31.26,223.73,303.68,0.77,145.77,159.04,97.2
2026-05-15 00:55:00,1,684.98,803.46,31.4,222.62,258.05,1.06,123.86,153.91,96.95
2026-05-15 01:00:00,1,684.98,803.46,30.58,222.52,273.4,0.95,131.23,155.35,96.69
2026-05-15 01:05:00,1,684.98,803.46,32.13,227.14,238.03,1.28,114.25,153.87,96.43
2026-05-15 01:10:00,1,684.98,803.46,32.25,241.09,271.53,1.04,130.34,161.82,96.16
2026-05-15 01:15:00,1,684.98,803.46,32.09,231.77,311.65,0.76,149.59,162.85,95.89
2026-05-15 01:20:00,1,684.98,803.46,31.16,241.01,246.9,1.26,118.51,159.58,95.62
2026-05-15 01:25:00,1,684.98,803.46,31.26,244.09,285.49,0.95,137.03,164.3,95.35
2026-05-15 01:30:00,1,684.98,803.46,31.29,229.08,278.51,0.94,133.68,158.21,95.09
2026-05-15 01:35:00,1,684.98,803.46,31.79,246.2,244.02,1.32,117.13,161.22,94.82
2026-05-15 01:40:00,1,684.98,803.46,32.24,238.83,273.88,1.01,131.46,161.23,94.55
2026-05-15 01:45:00,1,684.98,803.46,31.83,243.14,320.87,0.75,154.02,168.02,94.27
