datetime,tower_id,x_m,y_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,12,534.21,-184.21,30.59,2.0,238.21,0.01,114.34,72.55,99.88
2026-05-15 00:05:00,12,534.21,-184.21,31.64,2.0,320.3,0.01,153.74,82.06,99.74
2026-05-15 00:10:00,12,534.21,-184.21,31.32,1.0,207.37,0.01,99.54,69.35,99.63
2026-05-15 00:15:00,12,534.21,-184.21,31.67,0.0,304.6,0.0,146.21,79.31,99.49
2026-05-15 00:20:00,12,534.21,-184.21,30.71,2.0,313.8,0.01,150.62,81.2,99.36
2026-05-15 00:25:00,12,534.21,-184.21,30.57,2.0,288.33,0.01,138.4,78.02,99.23
2026-05-15 00:30:00,12,534.21,-184.21,30.96,2.0,293.3,0.01,140.79,78.62,99.1
2026-05-15 00:35:00,12,534.21,-184.21,30.17,2.0,250.23,0.01,120.11,73.77,98.98
2026-05-15 00:40:00,12,534.21,-184.21,32.03,4.0,285.51,0.02,137.04,78.41,98.84
2026-05-15 00:45:00,12,534.21,-184.21,31.18,4.0,236.06,0.02,113.31,73.06,98.72
2026-05-15 00:50:00,12,534.21,-184.21,30.24,1.0,260.35,0.0,124.97,74.47,98.6
2026-05-15 00:55:00,12,534.21,-184.21,32.71,1.0,246.55,0.01,118.35,73.04,98.48
2026-05-15 01:00:00,12,534.21,-184.21,31.34,3.0,305.0,0.01,146.4,80.43,98.34
2026-05-15 01:05:00,12,534.21,-184.21,30.91,2.0,299.33,0.01,143.68,79.36,98.21
2026-05-15 01:10:00,12,534.21,-184.21,32.17,0.0,221.14,0.0,106.14,70.21,98.09
2026-05-15 01:15:00,12,534.21,-184.21,30.38,1.0,276.28,0.0,132.61,76.24,97.97
2026-05-15 01:20:00,12,534.21,-184.21,30.95,2.0,208.57,0.01,100.11,69.8,97.85
2026-05-15 01:25:00,12,534.21,-184.21,31.74,3.0,288.35,0.01,138.41,78.38,97.72
2026-05-15 01:30:00,12,534.21,-184.21,30.16,5.0,248.16,0.03,119.12,74.64,97.6
2026-05-15 01:35:00,12,534.21,-184.21,32.26,1.0,255.18,0.0,122.49,73.92,97.47
2026-05-15 01:40:00,12,534.21,-184.21,31.5,0.0,205.34,0.0,98.56,68.81,97.36
2026-05-15 01:45:00,12,534.21,-184.21,31.9,2.0,207.42,0.01,99.56,69.71,97.24
2026-05-15 01:50:00,12,534.21,-184.21,31.48,1.0,320.2,0.0,153.7,81.68,97.1
2026-05-15 01:55:00,12,534.21,-184.21,32.48,2.0,235.56,0.01,113.07,72.29,96.98
2026-05-15 02:00:00,12,534.21,-184.21,32.02,4.0,295.68,0.01,141.93,79.62,96.85
2026-05-15 02:05:00,12,534.21,-184.21,32.14,1.0,270.83,0.0,130.0,75.63,96.73
2026-05-15 02:10:00,12,534.21,-184.21,31.42,3.0,239.28,0.02,114.85,73.03,96.6
2026-05-15 02:15:00,12,534.21,-184.21,32.14,2.0,248.03,0.01,119.05,73.54,96.48
2026-05-15 02:20:00,12,534.21,-184.21,32.37,4.0,256.99,0.02,123.36,75.2,96.36
2026-05-15 02:25:00,12,534.21,-184.21,31.85,3.0,308.68,0.01,148.16,80.89,96.22
2026-05-15 02:30:00,12,534.21,-184.21,32.45,3.0,248.72,0.02,119.38,73.98,96.1
2026-05-15 02:35:00,12,534.21,-184.21,32.04,2.0,263.6,0.01,126.53,75.2,95.97
2026-05-15 02:40:00,12,534.21,-184.21,33.03,2.0,255.78,0.01,122.77,74.35,95.85
2026-05-15 02:45:00,12,534.21,-184.21,32.48,0.0,222.71,0.0,106.9,70.35,95.73
2026-05-15 02:50:00,12,534.21,-184.21,33.29,3.0,276.68,0.01,132.81,77.01,95.6
2026-05-15 02:55:00,12,534.21,-184.21,32.43,4.0,228.31,0.02,109.59,72.32,95.48
2026-05-15 03:00:00,12,534.21,-184.21,33.07,1.0,246.01,0.01,118.08,72.99,95.36
2026-05-15 03:05:00,12,534.21,-184.21,33.55,0.0,252.07,0.0,120.99,73.24,95.24
2026-05-15 03:10:00,12,534.21,-184.21,33.05,0.0,206.53,0.0,99.13,68.91,95.12
2026-05-15 03:15:00,12,534.21,-184.21,33.62,2.0,232.7,0.01,111.69,72.02,95.0
2026-05-15 03:20:00,12,534.21,-184.21,33.06,0.0,276.99,0.0,132.95,75.98,94.88
2026-05-15 03:25:00,12,534.21,-184.21,32.54,1.0,212.89,0.01,102.19,69.84,94.76
2026-05-15 03:30:00,12,534.21,-184.21,34.12,1.0,233.78,0.01,112.22,71.77,94.64
2026-05-15 03:35:00,12,534.21,-184.21,34.33,2.0,323.87,0.01,155.46,82.54,94.5
2026-05-15 03:40:00,12,534.21,-184.21,33.66,2.0,217.92,0.01,104.6,70.64,94.39
2026-05-15 03:45:00,12,534.21,-184.21,34.42,1.0,256.1,0.0,122.93,74.02,94.26
2026-05-15 03:50:00,12,534.21,-184.21,34.88,2.0,262.69,0.01,126.09,75.1,94.14
2026-05-15 03:55:00,12,534.21,-184.21,34.29,2.0,292.4,0.01,140.35,78.52,94.01
2026-05-15 04:00:00,12,534.21,-184.21,33.88,0.0,207.21,0.0,99.46,68.97,93.89
2026-05-15 04:05:00,12,534.21,-184.21,34.63,5.0,299.59,0.02,143.8,80.47,93.76
2026-05-15 04:10:00,12,534.21,-184.21,35.03,1.0,280.2,0.0,134.5,76.7,93.63
2026-05-15 04:15:00,12,534.21,-184.21,35.09,4.0,219.31,0.03,105.27,71.51,93.51
2026-05-15 04:20:00,12,534.21,-184.21,34.99,1.0,253.09,0.0,121.48,73.7,93.39
