datetime,tower_id,x_m,y_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,3,-348.57,151.37,30.59,0.0,221.25,0.0,106.2,70.22,99.88
2026-05-15 00:05:00,3,-348.57,151.37,31.64,0.0,311.4,0.0,149.47,80.17,99.75
2026-05-15 00:10:00,3,-348.57,151.37,31.32,0.0,240.9,0.0,115.63,72.1,99.63
2026-05-15 00:15:00,3,-348.57,151.37,31.67,0.0,297.89,0.0,142.99,78.47,99.5
2026-05-15 00:20:00,3,-348.57,151.37,30.71,0.0,259.42,0.0,124.52,74.02,99.38
2026-05-15 00:25:00,3,-348.57,151.37,30.57,0.0,210.68,0.0,101.13,69.27,99.26
2026-05-15 00:30:00,3,-348.57,151.37,30.96,0.0,254.07,0.0,121.95,73.45,99.14
2026-05-15 00:35:00,3,-348.57,151.37,30.17,0.0,246.63,0.0,118.38,72.68,99.02
2026-05-15 00:40:00,3,-348.57,151.37,32.03,0.0,319.76,0.0,153.49,81.27,98.88
2026-05-15 00:45:00,3,-348.57,151.37,31.18,0.0,320.29,0.0,153.74,81.34,98.75
2026-05-15 00:50:00,3,-348.57,151.37,30.24,0.0,258.05,0.0,123.86,73.87,98.62
2026-05-15 00:55:00,3,-348.57,151.37,32.71,0.0,314.86,0.0,151.13,80.62,98.49
2026-05-15 01:00:00,3,-348.57,151.37,31.34,0.0,201.18,0.0,96.56,68.46,98.37
2026-05-15 01:05:00,3,-348.57,151.37,30.91,0.0,231.91,0.0,111.32,71.22,98.25
2026-05-15 01:10:00,3,-348.57,151.37,32.17,0.0,297.46,0.0,142.78,78.41,98.12
2026-05-15 01:15:00,3,-348.57,151.37,30.38,0.0,203.57,0.0,97.71,68.66,98.01
2026-05-15 01:20:00,3,-348.57,151.37,30.95,0.0,248.37,0.0,119.22,72.86,97.89
2026-05-15 01:25:00,3,-348.57,151.37,31.74,0.0,218.78,0.0,105.01,69.99,97.77
2026-05-15 01:30:00,3,-348.57,151.37,30.16,0.0,320.4,0.0,153.79,81.35,97.64
2026-05-15 01:35:00,3,-348.57,151.37,32.26,0.0,321.63,0.0,154.38,81.52,97.5
2026-05-15 01:40:00,3,-348.57,151.37,31.5,0.0,247.81,0.0,118.95,72.8,97.38
2026-05-15 01:45:00,3,-348.57,151.37,31.9,0.0,240.72,0.0,115.54,72.08,97.26
2026-05-15 01:50:00,3,-348.57,151.37,31.48,0.0,224.83,0.0,107.92,70.55,97.14
2026-05-15 01:55:00,3,-348.57,151.37,32.48,0.0,298.3,0.0,143.18,78.52,97.01
2026-05-15 02:00:00,3,-348.57,151.37,32.02,0.0,274.4,0.0,131.71,75.68,96.88
2026-05-15 02:05:00,3,-348.57,151.37,32.14,0.0,203.4,0.0,97.63,68.65,96.77
2026-05-15 02:10:00,3,-348.57,151.37,31.42,0.0,245.64,0.0,117.91,72.58,96.65
2026-05-15 02:15:00,3,-348.57,151.37,32.14,0.0,221.53,0.0,106.34,70.24,96.53
2026-05-15 02:20:00,3,-348.57,151.37,32.37,0.0,242.5,0.0,116.4,72.26,96.41
2026-05-15 02:25:00,3,-348.57,151.37,31.85,0.0,316.91,0.0,152.12,80.89,96.28
2026-05-15 02:30:00,3,-348.57,151.37,32.45,0.0,245.7,0.0,117.93,72.58,96.16
2026-05-15 02:35:00,3,-348.57,151.37,32.04,0.0,279.86,0.0,134.33,76.31,96.03
2026-05-15 02:40:00,3,-348.57,151.37,33.03,0.0,317.2,0.0,152.26,80.93,95.89
2026-05-15 02:45:00,3,-348.57,151.37,32.48,0.0,210.47,0.0,101.03,69.25,95.78
2026-05-15 02:50:00,3,-348.57,151.37,33.29,0.0,211.48,0.0,101.51,69.34,95.66
2026-05-15 02:55:00,3,-348.57,151.37,32.43,0.0,268.28,0.0,128.78,74.99,95.54
2026-05-15 03:00:00,3,-348.57,151.37,33.07,0.0,231.85,0.0,111.29,71.22,95.42
2026-05-15 03:05:00,3,-348.57,151.37,33.55,0.0,296.15,0.0,142.15,78.26,95.29
2026-05-15 03:10:00,3,-348.57,151.37,33.05,0.0,303.13,0.0,145.5,79.12,95.16
2026-05-15 03:15:00,3,-348.57,151.37,33.62,0.0,220.45,0.0,105.81,70.15,95.04
2026-05-15 03:20:00,3,-348.57,151.37,33.06,0.0,237.38,0.0,113.94,71.75,94.92
2026-05-15 03:25:00,3,-348.57,151.37,32.54,0.0,281.24,0.0,134.99,76.47,94.79
2026-05-15 03:30:00,3,-348.57,151.37,34.12,0.0,232.88,0.0,111.78,71.32,94.67
2026-05-15 03:35:00,3,-348.57,151.37,34.33,0.0,218.63,0.0,104.94,69.98,94.56
2026-05-15 03:40:00,3,-348.57,151.37,33.66,0.0,292.24,0.0,140.28,77.78,94.43
2026-05-15 03:45:00,3,-348.57,151.37,34.42,0.0,299.54,0.0,143.78,78.68,94.3
2026-05-15 03:50:00,3,-348.57,151.37,34.88,0.0,240.72,0.0,115.55,72.09,94.18
2026-05-15 03:55:00,3,-348.57,151.37,34.29,0.0,203.62,0.0,97.74,68.67,94.06
2026-05-15 04:00:00,3,-348.57,151.37,33.88,0.0,308.97,0.0,148.31,79.87,93.93
2026-05-15 04:05:00,3,-348.57,151.37,34.63,0.0,319.25,0.0,153.24,81.21,93.79
2026-05-15 04:10:00,3,-348.57,151.37,35.03,0.0,256.95,0.0,123.34,73.76,93.67
2026-05-15 04:15:00,3,-348.57,151.37,35.09,0.0,276.63,0.0,132.78,75.94,93.54
2026-05-15 04:20:00,3,-348.57,151.37,34.99,0.0,304.12,0.0,145.98,79.25,93.41
2026-05-15 04:25:00,3,-348.57,151.37,35.08,0.0,317.13,0.0,152.22,80.93,93.28
2026-05-15 04:30:00,3,-348.57,151.37,35.96,0.0,230.13,0.0,110.46,71.05,93.16
2026-05-15 04:35:00,3,-348.57,151.37,35.56,0.0,321.1,0.0,154.13,81.45,93.02
