datetime,tower_id,x_m,y_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,10,-18.36,737.5,30.59,38.0,259.72,0.18,124.67,87.71,99.85
2026-05-15 00:05:00,10,-18.36,737.5,31.64,34.0,254.39,0.17,122.11,85.73,99.71
2026-05-15 00:10:00,10,-18.36,737.5,31.32,48.0,257.97,0.23,123.83,91.13,99.56
2026-05-15 00:15:00,10,-18.36,737.5,31.67,17.0,211.58,0.12,101.56,75.54,99.43
2026-05-15 00:20:00,10,-18.36,737.5,30.71,33.0,248.05,0.17,119.07,84.71,99.29
2026-05-15 00:25:00,10,-18.36,737.5,30.57,40.0,269.6,0.18,129.41,89.5,99.14
2026-05-15 00:30:00,10,-18.36,737.5,30.96,27.0,210.02,0.19,100.81,79.04,99.01
2026-05-15 00:35:00,10,-18.36,737.5,30.17,30.0,229.43,0.18,110.13,81.84,98.87
2026-05-15 00:40:00,10,-18.36,737.5,32.03,46.0,312.13,0.15,149.82,96.67,98.71
2026-05-15 00:45:00,10,-18.36,737.5,31.18,38.0,253.1,0.19,121.49,87.03,98.57
2026-05-15 00:50:00,10,-18.36,737.5,30.24,17.0,205.78,0.13,98.78,75.06,98.44
2026-05-15 00:55:00,10,-18.36,737.5,32.71,45.0,265.05,0.2,127.22,90.78,98.29
2026-05-15 01:00:00,10,-18.36,737.5,31.34,40.0,281.86,0.16,135.29,90.86,98.14
2026-05-15 01:05:00,10,-18.36,737.5,30.91,42.0,310.01,0.14,148.8,94.97,97.98
2026-05-15 01:10:00,10,-18.36,737.5,32.17,49.0,276.84,0.2,132.88,93.51,97.83
2026-05-15 01:15:00,10,-18.36,737.5,30.38,44.0,284.53,0.17,136.58,92.59,97.67
2026-05-15 01:20:00,10,-18.36,737.5,30.95,34.0,217.77,0.23,104.53,82.26,97.54
2026-05-15 01:25:00,10,-18.36,737.5,31.74,53.0,315.29,0.17,151.34,99.57,97.37
2026-05-15 01:30:00,10,-18.36,737.5,30.16,47.0,251.86,0.24,120.89,90.15,97.22
2026-05-15 01:35:00,10,-18.36,737.5,32.26,28.0,250.94,0.14,120.45,83.2,97.08
2026-05-15 01:40:00,10,-18.36,737.5,31.5,43.0,286.25,0.17,137.4,92.45,96.93
2026-05-15 01:45:00,10,-18.36,737.5,31.9,24.0,210.01,0.17,100.81,77.95,96.8
2026-05-15 01:50:00,10,-18.36,737.5,31.48,58.0,300.85,0.2,144.41,99.53,96.63
2026-05-15 01:55:00,10,-18.36,737.5,32.48,58.0,277.75,0.24,133.32,96.84,96.47
2026-05-15 02:00:00,10,-18.36,737.5,32.02,28.0,242.68,0.15,116.49,82.38,96.33
2026-05-15 02:05:00,10,-18.36,737.5,32.14,48.0,273.76,0.2,131.41,92.81,96.18
2026-05-15 02:10:00,10,-18.36,737.5,31.42,36.0,227.81,0.22,109.35,83.87,96.04
2026-05-15 02:15:00,10,-18.36,737.5,32.14,28.0,204.8,0.21,98.3,78.98,95.91
2026-05-15 02:20:00,10,-18.36,737.5,32.37,54.0,317.03,0.17,152.17,100.15,95.74
2026-05-15 02:25:00,10,-18.36,737.5,31.85,40.0,254.37,0.2,122.1,87.88,95.59
2026-05-15 02:30:00,10,-18.36,737.5,32.45,26.0,205.38,0.2,98.58,78.31,95.46
2026-05-15 02:35:00,10,-18.36,737.5,32.04,33.0,226.51,0.2,108.72,82.65,95.32
2026-05-15 02:40:00,10,-18.36,737.5,33.03,39.0,233.96,0.23,112.3,85.53,95.18
2026-05-15 02:45:00,10,-18.36,737.5,32.48,35.0,237.66,0.2,114.08,84.43,95.04
2026-05-15 02:50:00,10,-18.36,737.5,33.29,61.0,324.58,0.18,155.8,103.63,94.87
2026-05-15 02:55:00,10,-18.36,737.5,32.43,25.0,231.27,0.15,111.01,80.21,94.73
2026-05-15 03:00:00,10,-18.36,737.5,33.07,44.0,310.26,0.15,148.93,95.73,94.57
2026-05-15 03:05:00,10,-18.36,737.5,33.55,44.0,276.16,0.18,132.56,91.64,94.42
2026-05-15 03:10:00,10,-18.36,737.5,33.05,31.0,248.88,0.16,119.46,84.08,94.28
2026-05-15 03:15:00,10,-18.36,737.5,33.62,48.0,308.79,0.16,148.22,96.96,94.12
2026-05-15 03:20:00,10,-18.36,737.5,33.06,40.0,240.39,0.22,115.39,86.49,93.98
