datetime,tower_id,x_m,y_m,z_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,6,155.62,-306.19,-2.66,31.31,25.93,241.12,0.15,119.59,85.11,99.78
2026-05-15 00:05:00,6,155.62,-306.19,-2.66,30.98,28.0,288.95,0.11,130.64,88.24,99.94
2026-05-15 00:10:00,6,155.62,-306.19,-2.66,30.47,28.73,241.85,0.15,111.75,84.45,99.01
2026-05-15 00:15:00,6,155.62,-306.19,-2.66,30.22,28.13,246.98,0.14,119.83,104.22,99.33
2026-05-15 00:20:00,6,155.62,-306.19,-2.66,30.89,26.06,222.11,0.15,103.96,82.01,99.37
2026-05-15 00:25:00,6,155.62,-306.19,-2.66,30.21,29.6,241.39,0.16,118.15,86.1,98.65
2026-05-15 00:30:00,6,155.62,-306.19,-2.66,31.58,30.59,234.71,0.17,116.85,86.2,97.61
2026-05-15 00:35:00,6,155.62,-306.19,-2.66,31.28,31.46,205.05,0.25,101.27,83.6,99.56
2026-05-15 00:40:00,6,155.62,-306.19,-2.66,31.04,30.0,236.58,0.16,112.08,84.98,99.9
2026-05-15 00:45:00,6,155.62,-306.19,-2.66,32.13,31.0,240.12,0.17,119.84,86.97,97.43
2026-05-15 00:50:00,6,155.62,-306.19,-2.66,31.2,32.4,254.55,0.15,124.23,88.39,100.0
2026-05-15 00:55:00,6,155.62,-306.19,-2.66,31.67,30.86,234.29,0.17,108.71,84.64,98.67
2026-05-15 01:00:00,6,155.62,-306.19,-2.66,31.07,31.8,233.42,0.19,107.45,84.76,99.38
2026-05-15 01:05:00,6,155.62,-306.19,-2.66,30.72,31.86,250.5,0.15,124.54,88.27,98.93
2026-05-15 01:10:00,6,155.62,-306.19,-2.66,31.65,32.33,238.08,0.17,107.36,84.89,97.52
2026-05-15 01:15:00,6,155.62,-306.19,-2.66,30.94,34.33,277.29,0.13,128.53,90.0,96.68
2026-05-15 01:20:00,6,155.62,-306.19,-2.66,31.54,32.4,264.65,0.15,119.16,87.28,98.27
2026-05-15 01:25:00,6,155.62,-306.19,-2.66,32.34,29.53,261.33,0.13,125.48,87.63,98.43
2026-05-15 01:30:00,6,155.62,-306.19,-2.66,31.15,31.66,306.39,0.1,136.15,90.82,97.31
2026-05-15 01:35:00,6,155.62,-306.19,-2.66,31.69,35.93,274.57,0.14,132.26,91.46,98.19
2026-05-15 01:40:00,6,155.62,-306.19,-2.66,31.38,33.59,279.19,0.14,133.68,90.98,96.88
2026-05-15 01:45:00,6,155.62,-306.19,-2.66,32.07,34.06,265.45,0.15,132.02,90.77,94.56
2026-05-15 01:50:00,6,155.62,-306.19,-2.66,32.33,32.99,253.54,0.17,120.71,87.86,96.78
2026-05-15 01:55:00,6,155.62,-306.19,-2.66,32.25,34.06,227.0,0.21,107.1,85.52,97.0
2026-05-15 02:00:00,6,155.62,-306.19,-2.66,32.19,32.46,281.87,0.13,133.64,90.55,96.64
2026-05-15 02:05:00,6,155.62,-306.19,-2.66,31.64,33.72,187.41,0.32,92.38,82.98,97.11
2026-05-15 02:10:00,6,155.62,-306.19,-2.66,31.65,33.39,238.76,0.2,116.59,87.18,98.03
