datetime,tower_id,x_m,y_m,z_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,3,593.76,-200.0,-2.74,31.31,25.93,152.34,0.33,70.99,77.13,100.0
2026-05-15 00:05:00,3,593.76,-200.0,-2.74,30.98,28.0,282.44,0.11,125.31,87.01,99.89
2026-05-15 00:10:00,3,593.76,-200.0,-2.74,30.47,28.73,261.44,0.14,125.6,87.39,98.98
2026-05-15 00:15:00,3,593.76,-200.0,-2.74,30.22,28.13,344.0,0.08,166.69,97.87,99.96
2026-05-15 00:20:00,3,593.76,-200.0,-2.74,30.89,26.06,243.42,0.14,108.32,82.82,97.18
2026-05-15 00:25:00,3,593.76,-200.0,-2.74,30.21,29.59,242.38,0.16,117.51,85.96,98.72
2026-05-15 00:30:00,3,593.76,-200.0,-2.74,31.58,30.59,298.32,0.11,128.34,88.61,98.09
2026-05-15 00:35:00,3,593.76,-200.0,-2.74,31.28,31.45,212.19,0.23,92.96,82.1,98.91
2026-05-15 00:40:00,3,593.76,-200.0,-2.74,31.04,29.99,199.73,0.25,99.68,82.8,97.98
2026-05-15 00:45:00,3,593.76,-200.0,-2.74,32.13,30.99,223.08,0.18,112.55,85.47,97.06
2026-05-15 00:50:00,3,593.76,-200.0,-2.74,31.2,32.38,296.48,0.11,138.63,91.71,97.88
2026-05-15 00:55:00,3,593.76,-200.0,-2.74,31.67,30.85,242.45,0.17,112.94,85.48,98.56
2026-05-15 01:00:00,3,593.76,-200.0,-2.74,31.07,31.78,289.32,0.12,138.1,91.38,99.35
2026-05-15 01:05:00,3,593.76,-200.0,-2.74,30.72,31.84,184.68,0.3,86.03,81.26,99.0
2026-05-15 01:10:00,3,593.76,-200.0,-2.74,31.65,32.31,270.91,0.13,120.72,87.54,98.06
2026-05-15 01:15:00,3,593.76,-200.0,-2.74,30.94,34.31,233.72,0.22,108.28,85.86,99.91
2026-05-15 01:20:00,3,593.76,-200.0,-2.74,31.54,32.37,190.64,0.31,87.17,81.65,97.53
2026-05-15 01:25:00,3,593.76,-200.0,-2.74,32.34,29.51,365.95,0.07,177.44,101.66,98.6
2026-05-15 01:30:00,3,593.76,-200.0,-2.74,31.15,31.63,329.61,0.1,140.52,91.9,97.33
2026-05-15 01:35:00,3,593.76,-200.0,-2.74,31.69,35.89,228.94,0.22,103.88,85.57,98.69
2026-05-15 01:40:00,3,593.76,-200.0,-2.74,31.38,33.56,245.93,0.18,117.93,87.48,98.46
2026-05-15 01:45:00,3,593.76,-200.0,-2.74,32.07,34.02,256.25,0.17,107.07,85.42,97.21
2026-05-15 01:50:00,3,593.76,-200.0,-2.74,32.33,32.95,242.01,0.18,114.24,98.91,96.63
2026-05-15 01:55:00,3,593.76,-200.0,-2.74,32.25,34.01,173.69,0.33,78.49,80.97,97.33
2026-05-15 02:00:00,3,593.76,-200.0,-2.74,32.19,32.42,238.86,0.18,114.83,86.43,96.84
2026-05-15 02:05:00,3,593.76,-200.0,-2.74,31.64,33.68,191.62,0.3,94.35,83.26,95.99
2026-05-15 02:10:00,3,593.76,-200.0,-2.74,31.65,33.35,283.22,0.13,133.25,90.77,97.58
2026-05-15 02:15:00,3,593.76,-200.0,-2.74,31.81,32.21,293.38,0.11,135.89,90.97,95.01
2026-05-15 02:20:00,3,593.76,-200.0,-2.74,32.09,30.74,198.7,0.25,94.52,82.16,94.2
2026-05-15 02:25:00,3,593.76,-200.0,-2.74,31.95,36.07,296.27,0.13,151.47,96.39,97.32
