datetime,tower_id,x_m,y_m,z_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,0,150.0,218.75,0.0,31.31,25.93,284.63,0.09,135.96,88.75,100.0
2026-05-15 00:05:00,0,150.0,218.75,0.0,30.98,28.0,309.71,0.1,150.52,93.25,99.99
2026-05-15 00:10:00,0,150.0,218.75,0.0,30.47,28.73,230.69,0.19,110.97,84.37,100.0
2026-05-15 00:15:00,0,150.0,218.75,0.0,30.22,28.13,275.34,0.12,139.71,90.51,99.87
2026-05-15 00:20:00,0,150.0,218.75,0.0,30.89,26.06,193.01,0.22,85.34,78.97,97.41
2026-05-15 00:25:00,0,150.0,218.75,0.0,30.21,29.6,287.56,0.12,142.71,91.79,98.95
2026-05-15 00:30:00,0,150.0,218.75,0.0,31.58,30.59,305.35,0.11,139.15,91.21,98.35
2026-05-15 00:35:00,0,150.0,218.75,0.0,31.28,31.46,177.46,0.34,87.64,81.46,99.34
2026-05-15 00:40:00,0,150.0,218.75,0.0,31.04,29.99,213.98,0.2,103.09,83.32,99.33
2026-05-15 00:45:00,0,150.0,218.75,0.0,32.13,30.99,173.49,0.32,79.42,80.02,98.12
2026-05-15 00:50:00,0,150.0,218.75,0.0,31.2,32.4,248.94,0.15,117.94,87.02,98.85
2026-05-15 00:55:00,0,150.0,218.75,0.0,31.67,30.86,201.09,0.25,92.29,81.83,99.08
2026-05-15 01:00:00,0,150.0,218.75,0.0,31.07,31.8,256.04,0.16,120.78,87.44,96.17
2026-05-15 01:05:00,0,150.0,218.75,0.0,30.72,31.87,272.24,0.13,126.25,88.62,98.7
2026-05-15 01:10:00,0,150.0,218.75,0.0,31.65,32.33,198.5,0.27,93.22,82.54,98.34
2026-05-15 01:15:00,0,150.0,218.75,0.0,30.94,34.33,312.86,0.11,149.09,95.1,97.46
2026-05-15 01:20:00,0,150.0,218.75,0.0,31.54,32.4,314.59,0.11,148.5,94.26,98.85
2026-05-15 01:25:00,0,150.0,218.75,0.0,32.34,29.53,248.87,0.15,114.14,85.22,97.24
2026-05-15 01:30:00,0,150.0,218.75,0.0,31.15,31.66,221.77,0.21,101.11,83.56,97.63
2026-05-15 01:35:00,0,150.0,218.75,0.0,31.69,35.93,196.1,0.28,94.23,83.98,98.37
2026-05-15 01:40:00,0,150.0,218.75,0.0,31.38,33.6,265.37,0.16,123.92,88.76,96.57
2026-05-15 01:45:00,0,150.0,218.75,0.0,32.07,34.06,303.98,0.12,143.55,93.57,96.01
2026-05-15 01:50:00,0,150.0,218.75,0.0,32.33,32.99,311.13,0.1,156.26,96.58,96.42
2026-05-15 01:55:00,0,150.0,218.75,0.0,32.25,34.06,248.73,0.17,116.07,87.24,96.91
2026-05-15 02:00:00,0,150.0,218.75,0.0,32.19,32.46,268.83,0.13,133.54,90.53,96.35
2026-05-15 02:05:00,0,150.0,218.75,0.0,31.64,33.72,262.22,0.16,126.93,89.48,97.27
2026-05-15 02:10:00,0,150.0,218.75,0.0,31.65,33.39,206.42,0.23,96.85,83.45,94.94
2026-05-15 02:15:00,0,150.0,218.75,0.0,31.81,32.25,208.16,0.22,94.02,82.54,95.43
2026-05-15 02:20:00,0,150.0,218.75,0.0,32.09,30.79,249.46,0.15,111.74,85.17,96.04
2026-05-15 02:25:00,0,150.0,218.75,0.0,31.95,36.12,158.74,0.44,73.81,81.29,95.75
2026-05-15 02:30:00,0,150.0,218.75,0.0,33.07,31.93,331.63,0.09,148.22,93.99,96.54
2026-05-15 02:35:00,0,150.0,218.75,0.0,31.4,32.26,294.59,0.13,137.1,91.33,95.13
2026-05-15 02:40:00,0,150.0,218.75,0.0,31.88,33.32,313.99,0.1,147.98,94.43,95.43
2026-05-15 02:45:00,0,150.0,218.75,0.0,32.33,33.12,321.97,0.1,150.98,95.17,95.27
2026-05-15 02:50:00,0,150.0,218.75,0.0,32.29,33.78,277.83,0.14,124.64,88.95,95.84
2026-05-15 02:55:00,0,150.0,218.75,0.0,33.38,32.25,194.64,0.26,94.02,82.63,95.41
2026-05-15 03:00:00,0,150.0,218.75,0.0,32.13,30.65,141.43,0.48,67.42,78.64,94.66
2026-05-15 03:05:00,0,150.0,218.75,0.0,33.6,31.26,282.98,0.13,126.01,88.35,95.44
2026-05-15 03:10:00,0,150.0,218.75,0.0,34.48,32.66,327.19,0.1,149.13,94.51,93.95
2026-05-15 03:15:00,0,150.0,218.75,0.0,33.24,30.99,190.37,0.22,86.28,80.85,95.34
2026-05-15 03:20:00,0,150.0,218.75,0.0,33.19,29.72,158.05,0.42,74.97,79.16,94.87
2026-05-15 03:25:00,0,150.0,218.75,0.0,33.66,29.93,185.82,0.26,86.5,80.59,94.21
2026-05-15 03:30:00,0,150.0,218.75,0.0,34.12,32.0,274.57,0.14,136.92,91.21,93.89
2026-05-15 03:35:00,0,150.0,218.75,0.0,33.12,28.46,208.52,0.19,102.71,82.7,93.36
2026-05-15 03:40:00,0,150.0,218.75,0.0,34.45,29.99,240.74,0.17,120.02,86.67,94.58
2026-05-15 03:45:00,0,150.0,218.75,0.0,34.91,30.13,248.49,0.15,116.05,85.83,94.62
2026-05-15 03:50:00,0,150.0,218.75,0.0,34.37,28.99,265.25,0.13,130.41,88.58,93.73
2026-05-15 03:55:00,0,150.0,218.75,0.0,35.07,25.59,292.64,0.09,135.82,88.6,94.23
2026-05-15 04:00:00,0,150.0,218.75,0.0,34.04,27.73,297.43,0.1,138.6,90.06,96.13
2026-05-15 04:05:00,0,150.0,218.75,0.0,34.33,26.72,265.41,0.12,125.4,86.61,94.01
2026-05-15 04:10:00,0,150.0,218.75,0.0,34.77,25.26,293.25,0.09,141.71,104.52,94.38
2026-05-15 04:15:00,0,150.0,218.75,0.0,34.15,27.58,290.82,0.1,131.99,88.4,93.44
2026-05-15 04:20:00,0,150.0,218.75,0.0,34.73,24.92,340.95,0.07,160.17,94.81,93.97
2026-05-15 04:25:00,0,150.0,218.75,0.0,35.42,23.98,160.96,0.29,78.26,77.35,93.75
2026-05-15 04:30:00,0,150.0,218.75,0.0,35.02,23.52,250.24,0.11,121.88,104.0,91.88
2026-05-15 04:35:00,0,150.0,218.75,0.0,34.87,23.71,219.98,0.16,102.21,80.88,92.54
2026-05-15 04:40:00,0,150.0,218.75,0.0,35.39,23.44,230.74,0.14,119.58,84.22,92.6
2026-05-15 04:45:00,0,150.0,218.75,0.0,35.09,22.38,237.94,0.13,110.42,81.93,92.74
2026-05-15 04:50:00,0,150.0,218.75,0.0,35.78,22.91,237.63,0.13,108.58,81.76,91.99
2026-05-15 04:55:00,0,150.0,218.75,0.0,35.58,20.38,289.64,0.08,135.07,86.58,91.69
2026-05-15 05:00:00,0,150.0,218.75,0.0,36.06,19.91,326.52,0.06,149.67,90.12,93.62
2026-05-15 05:05:00,0,150.0,218.75,0.0,35.8,20.31,335.54,0.06,169.51,95.95,92.11
2026-05-15 05:10:00,0,150.0,218.75,0.0,36.74,19.97,241.0,0.11,108.1,80.6,90.95
2026-05-15 05:15:00,0,150.0,218.75,0.0,35.79,17.91,278.82,0.07,132.91,85.17,90.96
2026-05-15 05:20:00,0,150.0,218.75,0.0,36.57,17.18,277.21,0.07,125.6,83.22,90.57
2026-05-15 05:25:00,0,150.0,218.75,0.0,37.0,17.18,253.44,0.08,117.47,81.46,91.18
