datetime,tower_id,x_m,y_m,z_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,10,-138.44,410.16,0.0,31.31,25.93,207.63,0.17,96.9,80.73,100.0
2026-05-15 00:05:00,10,-138.44,410.16,0.0,30.98,28.0,216.43,0.2,101.29,82.29,100.0
2026-05-15 00:10:00,10,-138.44,410.16,0.0,30.47,28.74,255.48,0.15,118.07,85.76,99.48
2026-05-15 00:15:00,10,-138.44,410.16,0.0,30.22,28.14,220.68,0.18,106.44,83.26,98.76
2026-05-15 00:20:00,10,-138.44,410.16,0.0,30.89,26.07,285.97,0.11,142.15,90.39,100.0
2026-05-15 00:25:00,10,-138.44,410.16,0.0,30.21,29.6,190.45,0.27,92.09,81.39,98.59
2026-05-15 00:30:00,10,-138.44,410.16,0.0,31.58,30.6,198.41,0.25,96.91,82.52,98.92
2026-05-15 00:35:00,10,-138.44,410.16,0.0,31.28,31.47,246.11,0.17,114.48,86.01,98.48
2026-05-15 00:40:00,10,-138.44,410.16,0.0,31.04,30.0,287.8,0.11,138.02,90.72,99.34
2026-05-15 00:45:00,10,-138.44,410.16,0.0,32.13,31.0,305.86,0.11,141.81,92.03,100.0
2026-05-15 00:50:00,10,-138.44,410.16,0.0,31.2,32.39,267.25,0.15,127.21,89.06,100.0
2026-05-15 00:55:00,10,-138.44,410.16,0.0,31.67,30.86,207.38,0.22,96.08,82.41,100.0
2026-05-15 01:00:00,10,-138.44,410.16,0.0,31.07,31.79,277.13,0.14,123.55,88.0,96.69
2026-05-15 01:05:00,10,-138.44,410.16,0.0,30.72,31.86,202.67,0.25,94.35,82.52,97.59
2026-05-15 01:10:00,10,-138.44,410.16,0.0,31.65,32.33,224.53,0.2,105.54,84.6,98.02
2026-05-15 01:15:00,10,-138.44,410.16,0.0,30.94,34.33,308.81,0.12,146.74,94.49,99.0
2026-05-15 01:20:00,10,-138.44,410.16,0.0,31.54,32.39,319.8,0.09,149.64,94.53,97.44
2026-05-15 01:25:00,10,-138.44,410.16,0.0,32.34,29.52,250.82,0.15,115.36,85.47,99.08
2026-05-15 01:30:00,10,-138.44,410.16,0.0,31.15,31.65,209.81,0.22,100.0,83.38,98.63
2026-05-15 01:35:00,10,-138.44,410.16,0.0,31.69,35.92,255.69,0.18,114.54,87.6,96.9
2026-05-15 01:40:00,10,-138.44,410.16,0.0,31.38,33.58,220.46,0.22,104.67,84.91,96.9
2026-05-15 01:45:00,10,-138.44,410.16,0.0,32.07,34.05,156.28,0.44,70.89,80.18,97.2
2026-05-15 01:50:00,10,-138.44,410.16,0.0,32.33,32.99,332.95,0.09,154.39,96.04,96.01
2026-05-15 01:55:00,10,-138.44,410.16,0.0,32.25,34.05,215.02,0.25,102.68,84.77,95.68
2026-05-15 02:00:00,10,-138.44,410.16,0.0,32.19,32.45,160.82,0.42,73.11,79.87,96.64
2026-05-15 02:05:00,10,-138.44,410.16,0.0,31.64,33.72,261.93,0.15,124.24,88.85,97.28
2026-05-15 02:10:00,10,-138.44,410.16,0.0,31.65,33.39,321.87,0.1,149.32,94.81,95.21
2026-05-15 02:15:00,10,-138.44,410.16,0.0,31.81,32.25,336.81,0.09,150.37,94.68,96.56
2026-05-15 02:20:00,10,-138.44,410.16,0.0,32.09,30.78,256.2,0.17,115.87,86.06,96.68
2026-05-15 02:25:00,10,-138.44,410.16,0.0,31.95,36.11,249.37,0.18,115.85,87.94,95.92
2026-05-15 02:30:00,10,-138.44,410.16,0.0,33.07,31.91,291.91,0.12,139.58,91.8,95.43
2026-05-15 02:35:00,10,-138.44,410.16,0.0,31.4,32.24,242.21,0.17,117.93,87.0,95.49
2026-05-15 02:40:00,10,-138.44,410.16,0.0,31.88,33.31,286.22,0.12,134.97,91.15,94.95
2026-05-15 02:45:00,10,-138.44,410.16,0.0,32.33,33.1,326.1,0.1,149.61,94.79,95.21
2026-05-15 02:50:00,10,-138.44,410.16,0.0,32.29,33.77,241.8,0.18,117.29,87.42,93.1
2026-05-15 02:55:00,10,-138.44,410.16,0.0,33.38,32.23,222.62,0.2,106.88,95.55,94.99
2026-05-15 03:00:00,10,-138.44,410.16,0.0,32.13,30.63,122.06,0.7,57.9,78.0,93.27
2026-05-15 03:05:00,10,-138.44,410.16,0.0,33.6,31.23,221.74,0.22,101.28,83.47,94.54
2026-05-15 03:10:00,10,-138.44,410.16,0.0,34.48,32.63,297.23,0.11,132.76,90.37,93.03
2026-05-15 03:15:00,10,-138.44,410.16,0.0,33.24,30.97,228.63,0.19,113.27,85.63,94.02
2026-05-15 03:20:00,10,-138.44,410.16,0.0,33.19,29.7,208.91,0.22,99.31,82.57,94.32
2026-05-15 03:25:00,10,-138.44,410.16,0.0,33.66,29.9,247.18,0.17,118.04,86.21,95.07
2026-05-15 03:30:00,10,-138.44,410.16,0.0,34.12,31.97,246.49,0.18,113.76,86.06,95.47
2026-05-15 03:35:00,10,-138.44,410.16,0.0,33.12,28.44,223.28,0.19,103.77,82.89,94.98
2026-05-15 03:40:00,10,-138.44,410.16,0.0,34.45,29.97,229.01,0.17,102.91,83.22,94.28
2026-05-15 03:45:00,10,-138.44,410.16,0.0,34.91,30.1,203.4,0.25,92.17,81.55,93.73
2026-05-15 03:50:00,10,-138.44,410.16,0.0,34.37,28.97,165.84,0.31,83.05,79.83,95.06
2026-05-15 03:55:00,10,-138.44,410.16,0.0,35.07,25.58,249.73,0.13,116.14,84.22,93.44
2026-05-15 04:00:00,10,-138.44,410.16,0.0,34.04,27.71,282.8,0.11,132.11,88.49,94.82
2026-05-15 04:05:00,10,-138.44,410.16,0.0,34.33,26.71,217.53,0.17,111.8,83.8,92.36
2026-05-15 04:10:00,10,-138.44,410.16,0.0,34.77,25.24,275.51,0.11,134.23,88.14,93.64
2026-05-15 04:15:00,10,-138.44,410.16,0.0,34.15,27.57,204.3,0.2,90.73,80.32,94.64
2026-05-15 04:20:00,10,-138.44,410.16,0.0,34.73,24.91,263.82,0.12,126.64,86.26,92.22
2026-05-15 04:25:00,10,-138.44,410.16,0.0,35.42,23.98,215.9,0.16,106.99,81.88,94.08
2026-05-15 04:30:00,10,-138.44,410.16,0.0,35.02,23.51,187.07,0.2,86.26,78.19,92.31
2026-05-15 04:35:00,10,-138.44,410.16,0.0,34.87,23.71,343.46,0.06,158.41,93.87,92.18
2026-05-15 04:40:00,10,-138.44,410.16,0.0,35.39,23.44,265.06,0.11,128.56,86.16,91.26
2026-05-15 04:45:00,10,-138.44,410.16,0.0,35.09,22.37,334.32,0.06,155.15,92.48,92.51
2026-05-15 04:50:00,10,-138.44,410.16,0.0,35.78,22.9,251.56,0.11,118.36,83.71,90.76
2026-05-15 04:55:00,10,-138.44,410.16,0.0,35.58,20.37,219.27,0.14,106.62,80.51,90.54
2026-05-15 05:00:00,10,-138.44,410.16,0.0,36.06,19.91,168.12,0.23,79.99,85.77,91.55
2026-05-15 05:05:00,10,-138.44,410.16,0.0,35.8,20.3,232.39,0.11,107.39,80.57,93.93
2026-05-15 05:10:00,10,-138.44,410.16,0.0,36.74,19.97,294.75,0.08,145.32,89.02,90.27
2026-05-15 05:15:00,10,-138.44,410.16,0.0,35.79,17.91,202.29,0.14,97.4,77.95,92.74
2026-05-15 05:20:00,10,-138.44,410.16,0.0,36.57,17.18,282.05,0.07,128.64,101.34,93.35
2026-05-15 05:25:00,10,-138.44,410.16,0.0,37.0,17.17,251.05,0.09,114.04,80.76,92.52
2026-05-15 05:30:00,10,-138.44,410.16,0.0,36.86,18.3,250.89,0.1,110.48,80.46,91.47
2026-05-15 05:35:00,10,-138.44,410.16,0.0,37.64,18.1,178.0,0.17,82.53,75.68,91.25
2026-05-15 05:40:00,10,-138.44,410.16,0.0,37.2,18.57,293.62,0.07,120.7,82.62,90.53
2026-05-15 05:45:00,10,-138.44,410.16,0.0,38.05,17.24,232.64,0.09,112.72,80.52,92.25
2026-05-15 05:50:00,10,-138.44,410.16,0.0,37.93,13.31,255.29,0.06,117.3,80.03,89.99
2026-05-15 05:55:00,10,-138.44,410.16,0.0,37.89,16.71,233.56,0.1,107.75,79.37,91.08
2026-05-15 06:00:00,10,-138.44,410.16,0.0,37.66,14.24,289.02,0.05,135.4,84.45,90.88
2026-05-15 06:05:00,10,-138.44,410.16,0.0,38.98,15.51,230.92,0.09,106.91,78.77,89.8
2026-05-15 06:10:00,10,-138.44,410.16,0.0,37.93,11.45,249.38,0.05,113.02,78.47,90.88
2026-05-15 06:15:00,10,-138.44,410.16,0.0,38.84,13.44,227.72,0.08,107.35,78.11,89.43
2026-05-15 06:20:00,10,-138.44,410.16,0.0,38.95,13.31,183.29,0.13,82.8,73.96,89.18
2026-05-15 06:25:00,10,-138.44,410.16,0.0,39.59,11.25,315.46,0.04,155.17,88.56,89.35
2026-05-15 06:30:00,10,-138.44,410.16,0.0,38.99,12.44,223.01,0.08,109.26,78.13,91.57
2026-05-15 06:35:00,10,-138.44,410.16,0.0,38.53,11.45,226.89,0.07,106.28,77.18,88.59
2026-05-15 06:40:00,10,-138.44,410.16,0.0,39.04,10.18,218.07,0.07,101.63,75.87,87.84
2026-05-15 06:45:00,10,-138.44,410.16,0.0,39.27,8.38,285.78,0.03,134.76,82.21,89.56
2026-05-15 06:50:00,10,-138.44,410.16,0.0,38.89,10.71,294.78,0.04,136.71,83.52,89.48
2026-05-15 06:55:00,10,-138.44,410.16,0.0,39.8,8.92,328.56,0.03,152.92,87.1,89.19
2026-05-15 07:00:00,10,-138.44,410.16,0.0,39.98,9.45,185.34,0.09,79.72,72.08,88.72
2026-05-15 07:05:00,10,-138.44,410.16,0.0,39.67,6.25,223.56,0.04,98.67,73.9,88.58
2026-05-15 07:10:00,10,-138.44,410.16,0.0,40.56,8.05,324.03,0.02,154.63,87.25,87.84
2026-05-15 07:15:00,10,-138.44,410.16,0.0,40.7,9.65,324.98,0.03,156.95,88.48,87.39
2026-05-15 07:20:00,10,-138.44,410.16,0.0,40.39,8.71,207.21,0.06,93.58,73.93,89.05
2026-05-15 07:25:00,10,-138.44,410.16,0.0,40.99,8.85,258.12,0.04,122.4,79.54,87.36
2026-05-15 07:30:00,10,-138.44,410.16,0.0,41.4,8.58,200.69,0.07,98.13,74.69,88.97
2026-05-15 07:35:00,10,-138.44,410.16,0.0,40.08,6.65,347.44,0.02,166.0,90.04,87.45
2026-05-15 07:40:00,10,-138.44,410.16,0.0,40.8,8.51,266.9,0.04,129.5,81.03,87.65
2026-05-15 07:45:00,10,-138.44,410.16,0.0,40.56,8.25,271.29,0.04,130.7,81.22,89.64
2026-05-15 07:50:00,10,-138.44,410.16,0.0,41.3,6.52,329.21,0.02,162.7,89.02,87.52
2026-05-15 07:55:00,10,-138.44,410.16,0.0,42.09,7.51,223.08,0.05,98.58,74.35,88.4
2026-05-15 08:00:00,10,-138.44,410.16,0.0,41.26,9.24,231.75,0.05,113.41,77.79,87.11
2026-05-15 08:05:00,10,-138.44,410.16,0.0,40.9,9.24,277.68,0.04,134.16,82.39,87.23
2026-05-15 08:10:00,10,-138.44,410.16,0.0,41.57,9.11,319.31,0.03,147.48,85.7,85.56
2026-05-15 08:15:00,10,-138.44,410.16,0.0,41.77,10.1,180.44,0.1,89.05,73.75,88.39
2026-05-15 08:20:00,10,-138.44,410.16,0.0,41.73,11.37,306.38,0.04,145.0,85.86,86.89
2026-05-15 08:25:00,10,-138.44,410.16,0.0,42.07,12.36,245.63,0.07,101.49,76.62,85.8
2026-05-15 08:30:00,10,-138.44,410.16,0.0,42.35,9.5,268.93,0.05,130.13,81.55,86.56
2026-05-15 08:35:00,10,-138.44,410.16,0.0,42.64,7.11,186.45,0.06,89.47,72.69,87.39
2026-05-15 08:40:00,10,-138.44,410.16,0.0,42.86,7.91,249.02,0.04,112.44,77.11,86.17
2026-05-15 08:45:00,10,-138.44,410.16,0.0,42.9,10.7,277.05,0.04,128.7,81.61,86.41
2026-05-15 08:50:00,10,-138.44,410.16,0.0,42.21,9.44,315.31,0.03,150.35,86.59,85.41
