datetime,tower_id,x_m,y_m,z_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,2,-287.1,180.8,-1.15,31.31,25.93,204.4,0.18,94.74,80.37,99.67
2026-05-15 00:05:00,2,-287.1,180.8,-1.15,30.98,28.0,308.16,0.09,148.49,92.68,99.55
2026-05-15 00:10:00,2,-287.1,180.8,-1.15,30.47,28.73,252.34,0.15,114.59,85.03,98.98
2026-05-15 00:15:00,2,-287.1,180.8,-1.15,30.22,28.13,291.08,0.1,141.61,90.95,98.64
2026-05-15 00:20:00,2,-287.1,180.8,-1.15,30.89,26.06,283.84,0.11,143.27,90.67,99.85
2026-05-15 00:25:00,2,-287.1,180.8,-1.15,30.21,29.59,287.83,0.11,132.36,89.2,100.0
2026-05-15 00:30:00,2,-287.1,180.8,-1.15,31.58,30.58,225.1,0.21,102.29,83.4,99.92
2026-05-15 00:35:00,2,-287.1,180.8,-1.15,31.28,31.45,218.33,0.22,101.54,83.59,98.55
2026-05-15 00:40:00,2,-287.1,180.8,-1.15,31.04,29.98,250.38,0.16,114.05,85.38,97.34
2026-05-15 00:45:00,2,-287.1,180.8,-1.15,32.13,30.98,273.84,0.13,142.87,92.33,98.73
2026-05-15 00:50:00,2,-287.1,180.8,-1.15,31.2,32.38,174.67,0.36,80.49,80.74,98.11
2026-05-15 00:55:00,2,-287.1,180.8,-1.15,31.67,30.84,294.95,0.11,141.78,91.97,97.73
2026-05-15 01:00:00,2,-287.1,180.8,-1.15,31.07,31.77,219.69,0.2,103.17,83.96,97.4
2026-05-15 01:05:00,2,-287.1,180.8,-1.15,30.72,31.84,249.41,0.17,124.02,88.18,98.26
2026-05-15 01:10:00,2,-287.1,180.8,-1.15,31.65,32.3,187.09,0.32,93.16,82.62,97.9
2026-05-15 01:15:00,2,-287.1,180.8,-1.15,30.94,34.3,270.19,0.15,131.89,90.82,97.32
2026-05-15 01:20:00,2,-287.1,180.8,-1.15,31.54,32.37,291.18,0.12,135.15,90.87,98.75
2026-05-15 01:25:00,2,-287.1,180.8,-1.15,32.34,29.5,209.11,0.2,91.78,81.17,98.58
2026-05-15 01:30:00,2,-287.1,180.8,-1.15,31.15,31.63,226.36,0.19,110.53,85.3,97.26
2026-05-15 01:35:00,2,-287.1,180.8,-1.15,31.69,35.89,264.06,0.17,124.28,89.66,96.79
2026-05-15 01:40:00,2,-287.1,180.8,-1.15,31.38,33.56,319.24,0.12,150.35,95.19,94.55
2026-05-15 01:45:00,2,-287.1,180.8,-1.15,32.07,34.02,294.09,0.12,139.27,92.46,98.9
2026-05-15 01:50:00,2,-287.1,180.8,-1.15,32.33,32.95,374.05,0.08,179.23,103.46,97.72
2026-05-15 01:55:00,2,-287.1,180.8,-1.15,32.25,34.0,221.43,0.21,98.01,103.87,96.11
2026-05-15 02:00:00,2,-287.1,180.8,-1.15,32.19,32.4,306.25,0.12,138.69,91.75,95.82
2026-05-15 02:05:00,2,-287.1,180.8,-1.15,31.64,33.66,251.8,0.18,124.34,88.91,96.64
2026-05-15 02:10:00,2,-287.1,180.8,-1.15,31.65,33.32,261.05,0.16,119.77,87.75,96.82
2026-05-15 02:15:00,2,-287.1,180.8,-1.15,31.81,32.19,292.8,0.11,145.95,93.52,95.95
2026-05-15 02:20:00,2,-287.1,180.8,-1.15,32.09,30.72,197.21,0.27,96.55,82.54,97.14
2026-05-15 02:25:00,2,-287.1,180.8,-1.15,31.95,36.04,223.82,0.23,101.4,85.19,95.35
2026-05-15 02:30:00,2,-287.1,180.8,-1.15,33.07,31.85,234.74,0.18,103.31,83.97,96.55
2026-05-15 02:35:00,2,-287.1,180.8,-1.15,31.4,32.18,233.21,0.19,111.36,85.66,96.34
2026-05-15 02:40:00,2,-287.1,180.8,-1.15,31.88,33.25,329.44,0.09,171.1,101.02,95.44
2026-05-15 02:45:00,2,-287.1,180.8,-1.15,32.33,33.04,263.63,0.16,120.08,87.72,95.27
2026-05-15 02:50:00,2,-287.1,180.8,-1.15,32.29,33.7,267.54,0.15,119.88,87.89,94.81
2026-05-15 02:55:00,2,-287.1,180.8,-1.15,33.38,32.17,263.68,0.15,126.66,88.86,95.47
2026-05-15 03:00:00,2,-287.1,180.8,-1.15,32.13,30.57,174.07,0.32,85.0,80.7,94.52
2026-05-15 03:05:00,2,-287.1,180.8,-1.15,33.6,31.17,246.43,0.17,115.59,86.14,95.16
2026-05-15 03:10:00,2,-287.1,180.8,-1.15,34.48,32.57,263.65,0.15,123.08,88.2,93.98
2026-05-15 03:15:00,2,-287.1,180.8,-1.15,33.24,30.9,263.08,0.14,126.36,88.33,95.62
2026-05-15 03:20:00,2,-287.1,180.8,-1.15,33.19,29.64,167.39,0.31,80.12,93.52,93.22
2026-05-15 03:25:00,2,-287.1,180.8,-1.15,33.66,29.83,216.31,0.2,102.47,83.15,93.92
2026-05-15 03:30:00,2,-287.1,180.8,-1.15,34.12,31.89,269.39,0.14,128.53,89.17,94.03
2026-05-15 03:35:00,2,-287.1,180.8,-1.15,33.12,28.37,270.52,0.11,129.63,88.13,93.6
2026-05-15 03:40:00,2,-287.1,180.8,-1.15,34.45,29.89,232.2,0.17,117.97,86.19,93.46
2026-05-15 03:45:00,2,-287.1,180.8,-1.15,34.91,30.02,308.95,0.1,145.46,92.62,92.93
2026-05-15 03:50:00,2,-287.1,180.8,-1.15,34.37,28.89,272.39,0.12,126.12,87.53,93.14
2026-05-15 03:55:00,2,-287.1,180.8,-1.15,35.07,25.5,275.25,0.11,121.3,85.25,94.25
2026-05-15 04:00:00,2,-287.1,180.8,-1.15,34.04,27.62,247.96,0.14,119.79,85.73,93.7
2026-05-15 04:05:00,2,-287.1,180.8,-1.15,34.33,26.63,308.43,0.1,149.28,92.44,93.34
2026-05-15 04:10:00,2,-287.1,180.8,-1.15,34.77,25.16,307.71,0.09,146.11,91.06,92.58
2026-05-15 04:15:00,2,-287.1,180.8,-1.15,34.15,27.48,221.76,0.19,108.24,83.41,92.72
2026-05-15 04:20:00,2,-287.1,180.8,-1.15,34.73,24.83,296.85,0.09,138.41,88.97,93.01
2026-05-15 04:25:00,2,-287.1,180.8,-1.15,35.42,23.89,316.58,0.08,154.71,92.93,91.46
2026-05-15 04:30:00,2,-287.1,180.8,-1.15,35.02,23.42,222.95,0.15,102.41,80.8,93.32
2026-05-15 04:35:00,2,-287.1,180.8,-1.15,34.87,23.62,329.05,0.07,154.89,92.86,89.98
2026-05-15 04:40:00,2,-287.1,180.8,-1.15,35.39,23.35,250.73,0.13,110.53,82.29,91.59
2026-05-15 04:45:00,2,-287.1,180.8,-1.15,35.09,22.29,230.83,0.14,113.88,82.62,91.46
2026-05-15 04:50:00,2,-287.1,180.8,-1.15,35.78,22.82,258.25,0.11,120.2,84.08,92.19
2026-05-15 04:55:00,2,-287.1,180.8,-1.15,35.58,20.3,215.46,0.14,104.77,80.13,92.39
2026-05-15 05:00:00,2,-287.1,180.8,-1.15,36.06,19.83,250.3,0.1,110.12,80.92,90.33
2026-05-15 05:05:00,2,-287.1,180.8,-1.15,35.8,20.23,296.06,0.07,141.8,88.18,91.26
2026-05-15 05:10:00,2,-287.1,180.8,-1.15,36.74,19.9,231.6,0.12,107.74,80.52,92.91
2026-05-15 05:15:00,2,-287.1,180.8,-1.15,35.79,17.84,265.55,0.08,121.02,82.45,91.3
2026-05-15 05:20:00,2,-287.1,180.8,-1.15,36.57,17.11,219.13,0.12,101.57,78.38,91.41
2026-05-15 05:25:00,2,-287.1,180.8,-1.15,37.0,17.11,222.97,0.11,98.96,77.89,92.43
2026-05-15 05:30:00,2,-287.1,180.8,-1.15,36.86,18.24,224.88,0.12,112.17,80.82,90.93
2026-05-15 05:35:00,2,-287.1,180.8,-1.15,37.64,18.04,152.06,0.23,72.26,74.34,90.09
2026-05-15 05:40:00,2,-287.1,180.8,-1.15,37.2,18.5,299.32,0.07,143.27,87.96,90.54
2026-05-15 05:45:00,2,-287.1,180.8,-1.15,38.05,17.18,264.45,0.08,124.74,83.05,92.16
2026-05-15 05:50:00,2,-287.1,180.8,-1.15,37.93,13.26,216.01,0.1,97.9,76.34,90.4
2026-05-15 05:55:00,2,-287.1,180.8,-1.15,37.89,16.64,210.62,0.12,95.15,77.08,91.07
2026-05-15 06:00:00,2,-287.1,180.8,-1.15,37.66,14.19,185.91,0.12,92.97,75.86,90.01
2026-05-15 06:05:00,2,-287.1,180.8,-1.15,38.98,15.45,314.08,0.05,142.84,86.74,90.78
2026-05-15 06:10:00,2,-287.1,180.8,-1.15,37.93,11.4,286.62,0.04,142.11,85.12,89.02
2026-05-15 06:15:00,2,-287.1,180.8,-1.15,38.84,13.39,308.74,0.05,150.14,87.95,89.3
2026-05-15 06:20:00,2,-287.1,180.8,-1.15,38.95,13.26,302.75,0.04,144.83,86.47,88.66
2026-05-15 06:25:00,2,-287.1,180.8,-1.15,39.59,11.2,240.5,0.06,113.46,78.5,91.04
