datetime,tower_id,x_m,y_m,z_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,11,144.38,756.19,-2.73,31.31,25.93,313.32,0.08,145.46,91.14,99.09
2026-05-15 00:05:00,11,144.38,756.19,-2.73,30.98,28.0,276.81,0.11,131.37,88.41,99.68
2026-05-15 00:10:00,11,144.38,756.19,-2.73,30.47,28.73,303.03,0.1,154.05,94.47,99.29
2026-05-15 00:15:00,11,144.38,756.19,-2.73,30.22,28.13,275.45,0.12,127.58,87.59,99.78
2026-05-15 00:20:00,11,144.38,756.19,-2.73,30.89,26.07,189.77,0.24,87.7,79.38,98.83
2026-05-15 00:25:00,11,144.38,756.19,-2.73,30.21,29.6,219.83,0.2,98.93,82.43,100.0
2026-05-15 00:30:00,11,144.38,756.19,-2.73,31.58,30.6,276.54,0.12,131.68,89.42,98.7
2026-05-15 00:35:00,11,144.38,756.19,-2.73,31.28,31.47,218.62,0.22,108.4,84.89,98.24
2026-05-15 00:40:00,11,144.38,756.19,-2.73,31.04,30.01,259.12,0.14,120.47,86.7,97.32
2026-05-15 00:45:00,11,144.38,756.19,-2.73,32.13,31.01,342.45,0.09,150.06,94.16,100.0
2026-05-15 00:50:00,11,144.38,756.19,-2.73,31.2,32.4,242.77,0.18,115.57,86.58,98.6
2026-05-15 00:55:00,11,144.38,756.19,-2.73,31.67,30.87,224.01,0.19,111.32,85.2,98.75
2026-05-15 01:00:00,11,144.38,756.19,-2.73,31.07,31.81,249.44,0.16,110.57,85.31,98.33
2026-05-15 01:05:00,11,144.38,756.19,-2.73,30.72,31.88,265.65,0.14,121.04,87.48,97.39
2026-05-15 01:10:00,11,144.38,756.19,-2.73,31.65,32.34,316.15,0.11,150.31,94.73,98.12
2026-05-15 01:15:00,11,144.38,756.19,-2.73,30.94,34.34,233.53,0.21,114.57,87.11,98.21
2026-05-15 01:20:00,11,144.38,756.19,-2.73,31.54,32.41,176.51,0.3,83.17,81.03,97.51
2026-05-15 01:25:00,11,144.38,756.19,-2.73,32.34,29.55,195.43,0.24,93.91,81.62,95.69
2026-05-15 01:30:00,11,144.38,756.19,-2.73,31.15,31.68,176.18,0.31,84.55,81.0,99.1
2026-05-15 01:35:00,11,144.38,756.19,-2.73,31.69,35.96,272.25,0.15,123.58,89.49,96.3
2026-05-15 01:40:00,11,144.38,756.19,-2.73,31.38,33.62,228.92,0.21,103.24,84.64,98.65
2026-05-15 01:45:00,11,144.38,756.19,-2.73,32.07,34.09,289.26,0.13,142.56,93.34,96.86
2026-05-15 01:50:00,11,144.38,756.19,-2.73,32.33,33.02,251.46,0.17,115.63,86.79,95.95
2026-05-15 01:55:00,11,144.38,756.19,-2.73,32.25,34.09,295.89,0.13,139.65,92.6,96.64
2026-05-15 02:00:00,11,144.38,756.19,-2.73,32.19,32.49,179.29,0.33,88.83,81.99,98.72
2026-05-15 02:05:00,11,144.38,756.19,-2.73,31.64,33.76,260.91,0.17,121.49,88.3,96.9
2026-05-15 02:10:00,11,144.38,756.19,-2.73,31.65,33.43,295.79,0.12,147.17,94.29,96.35
2026-05-15 02:15:00,11,144.38,756.19,-2.73,31.81,32.29,287.1,0.12,128.79,100.13,97.14
2026-05-15 02:20:00,11,144.38,756.19,-2.73,32.09,30.82,237.67,0.17,112.57,85.39,96.33
2026-05-15 02:25:00,11,144.38,756.19,-2.73,31.95,36.16,272.53,0.14,133.22,91.77,96.95
2026-05-15 02:30:00,11,144.38,756.19,-2.73,33.07,31.96,250.21,0.16,118.91,87.09,95.43
2026-05-15 02:35:00,11,144.38,756.19,-2.73,31.4,32.29,233.22,0.18,111.4,85.69,95.45
2026-05-15 02:40:00,11,144.38,756.19,-2.73,31.88,33.36,161.92,0.39,78.65,80.88,96.45
2026-05-15 02:45:00,11,144.38,756.19,-2.73,32.33,33.17,252.48,0.16,121.34,88.04,96.72
2026-05-15 02:50:00,11,144.38,756.19,-2.73,32.29,33.84,274.18,0.14,132.14,90.7,94.37
2026-05-15 02:55:00,11,144.38,756.19,-2.73,33.38,32.3,218.45,0.23,109.36,85.39,95.75
2026-05-15 03:00:00,11,144.38,756.19,-2.73,32.13,30.7,219.95,0.2,101.52,83.28,94.67
2026-05-15 03:05:00,11,144.38,756.19,-2.73,33.6,31.31,260.56,0.15,122.01,87.52,96.56
2026-05-15 03:10:00,11,144.38,756.19,-2.73,34.48,32.71,237.29,0.18,113.52,86.27,97.22
2026-05-15 03:15:00,11,144.38,756.19,-2.73,33.24,31.04,219.86,0.22,102.46,83.62,95.36
