datetime,tower_id,x_m,y_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,14,200.0,250.0,30.9,9.0,229.33,0.05,107.81,71.91,99.88
2026-05-15 00:05:00,14,200.0,250.0,32.13,7.0,293.09,0.03,137.79,77.8,99.74
2026-05-15 00:10:00,14,200.0,250.0,31.04,6.0,300.27,0.02,141.16,78.28,99.61
2026-05-15 00:15:00,14,200.0,250.0,31.53,5.0,259.61,0.02,122.05,73.4,99.48
2026-05-15 00:20:00,14,200.0,250.0,31.97,4.0,257.79,0.02,121.19,72.86,99.36
2026-05-15 00:25:00,14,200.0,250.0,30.62,5.0,265.0,0.02,124.58,73.96,99.23
2026-05-15 00:30:00,14,200.0,250.0,31.38,4.0,263.31,0.02,123.79,73.43,99.11
2026-05-15 00:35:00,14,200.0,250.0,30.98,6.0,264.73,0.03,124.45,74.3,98.98
2026-05-15 00:40:00,14,200.0,250.0,31.03,8.0,235.98,0.05,110.94,72.18,98.86
2026-05-15 00:45:00,14,200.0,250.0,30.92,9.0,223.78,0.06,105.2,71.43,98.74
2026-05-15 00:50:00,14,200.0,250.0,31.7,4.0,251.92,0.02,118.43,72.27,98.61
2026-05-15 00:55:00,14,200.0,250.0,32.02,8.0,240.3,0.04,112.97,72.57,98.49
2026-05-15 01:00:00,14,200.0,250.0,31.74,10.0,270.85,0.04,127.33,76.37,98.36
2026-05-15 01:05:00,14,200.0,250.0,31.28,5.0,285.62,0.02,134.27,76.22,98.23
2026-05-15 01:10:00,14,200.0,250.0,30.87,5.0,278.44,0.02,130.9,75.41,98.1
2026-05-15 01:15:00,14,200.0,250.0,31.76,6.0,236.19,0.03,111.04,71.46,97.98
2026-05-15 01:20:00,14,200.0,250.0,32.24,9.0,234.0,0.05,110.01,72.35,97.85
2026-05-15 01:25:00,14,200.0,250.0,31.29,1.0,251.96,0.01,118.45,71.2,97.73
2026-05-15 01:30:00,14,200.0,250.0,31.5,5.0,257.53,0.02,121.07,73.18,97.61
2026-05-15 01:35:00,14,200.0,250.0,31.25,9.0,247.66,0.05,116.43,73.65,97.48
2026-05-15 01:40:00,14,200.0,250.0,31.69,5.0,285.43,0.02,134.18,76.2,97.35
2026-05-15 01:45:00,14,200.0,250.0,31.36,13.0,326.18,0.04,153.34,83.99,97.21
2026-05-15 01:50:00,14,200.0,250.0,31.41,6.0,201.52,0.05,94.74,68.48,97.09
2026-05-15 01:55:00,14,200.0,250.0,32.21,3.0,213.59,0.02,100.41,68.37,96.97
2026-05-15 02:00:00,14,200.0,250.0,31.57,12.0,258.78,0.06,121.66,75.84,96.84
2026-05-15 02:05:00,14,200.0,250.0,32.5,4.0,240.61,0.02,113.12,71.16,96.72
