datetime,tower_id,x_m,y_m,temperature_degC,effective_users,coverage_radius_m,coverage_load,tx_power_W,power_consumption_W,battery_soc_percent
2026-05-15 00:00:00,9,179.14,281.88,30.9,2.0,255.36,0.01,120.05,71.89,99.88
2026-05-15 00:05:00,9,179.14,281.88,32.13,1.0,277.95,0.0,130.67,73.92,99.75
2026-05-15 00:10:00,9,179.14,281.88,31.04,1.0,266.96,0.0,125.5,72.73,99.63
2026-05-15 00:15:00,9,179.14,281.88,31.53,2.0,200.46,0.02,94.24,66.94,99.51
2026-05-15 00:20:00,9,179.14,281.88,31.97,1.0,214.12,0.01,100.66,67.69,99.4
2026-05-15 00:25:00,9,179.14,281.88,30.62,3.0,266.66,0.01,125.36,73.41,99.27
2026-05-15 00:30:00,9,179.14,281.88,31.38,3.0,279.96,0.01,131.61,74.86,99.14
2026-05-15 00:35:00,9,179.14,281.88,30.98,1.0,247.51,0.01,116.36,70.76,99.02
2026-05-15 00:40:00,9,179.14,281.88,31.03,2.0,213.16,0.01,100.21,67.96,98.91
2026-05-15 00:45:00,9,179.14,281.88,30.92,6.0,261.36,0.03,122.87,73.95,98.78
2026-05-15 00:50:00,9,179.14,281.88,31.7,0.0,205.8,0.0,96.75,66.63,98.67
2026-05-15 00:55:00,9,179.14,281.88,32.02,6.0,322.34,0.02,151.54,81.01,98.53
2026-05-15 01:00:00,9,179.14,281.88,31.74,3.0,228.29,0.02,107.32,69.66,98.41
2026-05-15 01:05:00,9,179.14,281.88,31.28,2.0,266.65,0.01,125.36,73.07,98.28
2026-05-15 01:10:00,9,179.14,281.88,30.87,4.0,239.43,0.02,112.56,71.04,98.16
2026-05-15 01:15:00,9,179.14,281.88,31.76,1.0,221.05,0.01,103.92,68.29,98.05
2026-05-15 01:20:00,9,179.14,281.88,32.24,0.0,302.72,0.0,142.31,76.43,97.91
2026-05-15 01:25:00,9,179.14,281.88,31.29,3.0,292.76,0.01,137.63,76.32,97.78
2026-05-15 01:30:00,9,179.14,281.88,31.5,1.0,272.57,0.0,128.14,73.33,97.66
2026-05-15 01:35:00,9,179.14,281.88,31.25,2.0,262.55,0.01,123.43,72.63,97.53
2026-05-15 01:40:00,9,179.14,281.88,31.69,5.0,212.72,0.04,100.0,69.03,97.42
2026-05-15 01:45:00,9,179.14,281.88,31.36,1.0,241.18,0.01,113.38,70.14,97.3
2026-05-15 01:50:00,9,179.14,281.88,31.41,2.0,240.11,0.01,112.88,70.39,97.18
